ReferencedEpisodeId,ReferencingEpisodeId,ReferenceText
61,113,"Barney gives a ""fake history lesson "" about the Founding Fathers comissioning his ancestor, Barnabus Stinson, to write The Bro Code. He does so again several times:
In The Three Days Rule, he explains how Jesus came up with the rule of waiting three days before calling a woman by waiting three days between dying on Good Friday and being resurrected on Easter Sunday, when he additionally invented the high-five.
In Hooked, he explains the evolution of ""The Hot Girl Profession"".
In Big Days, Ted cuts him off as he is about to explain the invention of ""the dib"" in the 1800s by Sir Walter Dib, aboard the SS Dib.
In Desperation Day, he claims that Februrary 13th is an actual holiday, Desperation Day, named for St. Desperatious, who preyed on insecure bridesmaids at weddings officiated by St. Valentine.
In The Broath, he describes the Bro Oath, or ""Broath"", dating back to Ancient Rome, where Julius Caesar thwarted an assassination attempt (by ninjas) on him, killed his best friend ""Brotus"" for breaking his Broath by not warning him, and then invented a salad.
In The Broken Code, he claims that the Bro Code dates back to ""Broses"" reading the articles from stone tablets, and was brought to America by ""Christopher Brolumbus"".
In Rally, a flashback shows him telling Ted about how President Roosevelt, in 1941, charged Dr. Barnert Stinsonheimer with heading the ""Too Many Manhattans Project"" and developing Stinson's Hangover Fixer Elixer, for which he was awarded the ""Bro-bel Prize""."
61,128,"Barney gives a ""fake history lesson "" about the Founding Fathers comissioning his ancestor, Barnabus Stinson, to write The Bro Code. He does so again several times:
In The Three Days Rule, he explains how Jesus came up with the rule of waiting three days before calling a woman by waiting three days between dying on Good Friday and being resurrected on Easter Sunday, when he additionally invented the high-five.
In Hooked, he explains the evolution of ""The Hot Girl Profession"".
In Big Days, Ted cuts him off as he is about to explain the invention of ""the dib"" in the 1800s by Sir Walter Dib, aboard the SS Dib.
In Desperation Day, he claims that Februrary 13th is an actual holiday, Desperation Day, named for St. Desperatious, who preyed on insecure bridesmaids at weddings officiated by St. Valentine.
In The Broath, he describes the Bro Oath, or ""Broath"", dating back to Ancient Rome, where Julius Caesar thwarted an assassination attempt (by ninjas) on him, killed his best friend ""Brotus"" for breaking his Broath by not warning him, and then invented a salad.
In The Broken Code, he claims that the Bro Code dates back to ""Broses"" reading the articles from stone tablets, and was brought to America by ""Christopher Brolumbus"".
In Rally, a flashback shows him telling Ted about how President Roosevelt, in 1941, charged Dr. Barnert Stinsonheimer with heading the ""Too Many Manhattans Project"" and developing Stinson's Hangover Fixer Elixer, for which he was awarded the ""Bro-bel Prize""."
61,155,"Barney gives a ""fake history lesson "" about the Founding Fathers comissioning his ancestor, Barnabus Stinson, to write The Bro Code. He does so again several times:
In The Three Days Rule, he explains how Jesus came up with the rule of waiting three days before calling a woman by waiting three days between dying on Good Friday and being resurrected on Easter Sunday, when he additionally invented the high-five.
In Hooked, he explains the evolution of ""The Hot Girl Profession"".
In Big Days, Ted cuts him off as he is about to explain the invention of ""the dib"" in the 1800s by Sir Walter Dib, aboard the SS Dib.
In Desperation Day, he claims that Februrary 13th is an actual holiday, Desperation Day, named for St. Desperatious, who preyed on insecure bridesmaids at weddings officiated by St. Valentine.
In The Broath, he describes the Bro Oath, or ""Broath"", dating back to Ancient Rome, where Julius Caesar thwarted an assassination attempt (by ninjas) on him, killed his best friend ""Brotus"" for breaking his Broath by not warning him, and then invented a salad.
In The Broken Code, he claims that the Bro Code dates back to ""Broses"" reading the articles from stone tablets, and was brought to America by ""Christopher Brolumbus"".
In Rally, a flashback shows him telling Ted about how President Roosevelt, in 1941, charged Dr. Barnert Stinsonheimer with heading the ""Too Many Manhattans Project"" and developing Stinson's Hangover Fixer Elixer, for which he was awarded the ""Bro-bel Prize""."
61,188,"Barney gives a ""fake history lesson "" about the Founding Fathers comissioning his ancestor, Barnabus Stinson, to write The Bro Code. He does so again several times:
In The Three Days Rule, he explains how Jesus came up with the rule of waiting three days before calling a woman by waiting three days between dying on Good Friday and being resurrected on Easter Sunday, when he additionally invented the high-five.
In Hooked, he explains the evolution of ""The Hot Girl Profession"".
In Big Days, Ted cuts him off as he is about to explain the invention of ""the dib"" in the 1800s by Sir Walter Dib, aboard the SS Dib.
In Desperation Day, he claims that Februrary 13th is an actual holiday, Desperation Day, named for St. Desperatious, who preyed on insecure bridesmaids at weddings officiated by St. Valentine.
In The Broath, he describes the Bro Oath, or ""Broath"", dating back to Ancient Rome, where Julius Caesar thwarted an assassination attempt (by ninjas) on him, killed his best friend ""Brotus"" for breaking his Broath by not warning him, and then invented a salad.
In The Broken Code, he claims that the Bro Code dates back to ""Broses"" reading the articles from stone tablets, and was brought to America by ""Christopher Brolumbus"".
In Rally, a flashback shows him telling Ted about how President Roosevelt, in 1941, charged Dr. Barnert Stinsonheimer with heading the ""Too Many Manhattans Project"" and developing Stinson's Hangover Fixer Elixer, for which he was awarded the ""Bro-bel Prize""."
61,202,"Barney gives a ""fake history lesson "" about the Founding Fathers comissioning his ancestor, Barnabus Stinson, to write The Bro Code. He does so again several times:
In The Three Days Rule, he explains how Jesus came up with the rule of waiting three days before calling a woman by waiting three days between dying on Good Friday and being resurrected on Easter Sunday, when he additionally invented the high-five.
In Hooked, he explains the evolution of ""The Hot Girl Profession"".
In Big Days, Ted cuts him off as he is about to explain the invention of ""the dib"" in the 1800s by Sir Walter Dib, aboard the SS Dib.
In Desperation Day, he claims that Februrary 13th is an actual holiday, Desperation Day, named for St. Desperatious, who preyed on insecure bridesmaids at weddings officiated by St. Valentine.
In The Broath, he describes the Bro Oath, or ""Broath"", dating back to Ancient Rome, where Julius Caesar thwarted an assassination attempt (by ninjas) on him, killed his best friend ""Brotus"" for breaking his Broath by not warning him, and then invented a salad.
In The Broken Code, he claims that the Bro Code dates back to ""Broses"" reading the articles from stone tablets, and was brought to America by ""Christopher Brolumbus"".
In Rally, a flashback shows him telling Ted about how President Roosevelt, in 1941, charged Dr. Barnert Stinsonheimer with heading the ""Too Many Manhattans Project"" and developing Stinson's Hangover Fixer Elixer, for which he was awarded the ""Bro-bel Prize""."
61,85,"In The Three Days Rule, he explains how Jesus came up with the rule of waiting three days before calling a woman by waiting three days between dying on Good Friday and being resurrected on Easter Sunday, when he additionally invented the high-five."
61,104,"In Hooked, he explains the evolution of ""The Hot Girl Profession""."
61,113,"In Big Days, Ted cuts him off as he is about to explain the invention of ""the dib"" in the 1800s by Sir Walter Dib, aboard the SS Dib."
61,128,"In Desperation Day, he claims that Februrary 13th is an actual holiday, Desperation Day, named for St. Desperatious, who preyed on insecure bridesmaids at weddings officiated by St. Valentine."
61,155,"In The Broath, he describes the Bro Oath, or ""Broath"", dating back to Ancient Rome, where Julius Caesar thwarted an assassination attempt (by ninjas) on him, killed his best friend ""Brotus"" for breaking his Broath by not warning him, and then invented a salad."
61,188,"In The Broken Code, he claims that the Bro Code dates back to ""Broses"" reading the articles from stone tablets, and was brought to America by ""Christopher Brolumbus""."
61,202,"In Rally, a flashback shows him telling Ted about how President Roosevelt, in 1941, charged Dr. Barnert Stinsonheimer with heading the ""Too Many Manhattans Project"" and developing Stinson's Hangover Fixer Elixer, for which he was awarded the ""Bro-bel Prize""."
61,88,The story of the goat is concluded in The Leap.
61,199,"Marshall finds a contract in Barney's office detailing the poisoning of the water supply in Lisbon, Portugal, hinting at Barney's job being to sign off on the company's illegal contracts, thereby making himself a scapegoat, as revealed in Unpause."
185,197,The Mother is later seen wearing driving gloves in Bass Player Wanted.
185,196,James dresses up in a similar half-drag fashion during The Rehearsal Dinner.
185,206,We find out that there is a bear at the wedding in The End of the Aisle.
185,204,We will learn that part of the reason Lily was stressed out on the train is because she is pregnant in Daisy.
185,194,Lily will tackle another person at the wedding in Mom and Dad.
185,201,We will learn what happened when Ted went to Los Angeles in Sunrise.
165,201,Robin will find out why Ted and Victoria broke up in Sunrise.
173,177,Lily's revelation about her job will lead to a small fight between her and Marshall in The Ashtray.
33,49,"Future Ted continues to censor adult activities and swear words throughout the series, including:
""Eating a sandwich"" to mean smoking marijuana, first used in How I Met Everyone Else.
""Stuff"" to mean ""shit"" in Murtaugh.
A ""thumbs up"" to mean giving someone the finger in Robin 101.
""Playing the bagpipes"" to mean having sex in Bagpipes.
""Kiss"" to mean ""fuck"" in The Wedding Bride."
33,83,"Future Ted continues to censor adult activities and swear words throughout the series, including:
""Eating a sandwich"" to mean smoking marijuana, first used in How I Met Everyone Else.
""Stuff"" to mean ""shit"" in Murtaugh.
A ""thumbs up"" to mean giving someone the finger in Robin 101.
""Playing the bagpipes"" to mean having sex in Bagpipes.
""Kiss"" to mean ""fuck"" in The Wedding Bride."
33,91,"Future Ted continues to censor adult activities and swear words throughout the series, including:
""Eating a sandwich"" to mean smoking marijuana, first used in How I Met Everyone Else.
""Stuff"" to mean ""shit"" in Murtaugh.
A ""thumbs up"" to mean giving someone the finger in Robin 101.
""Playing the bagpipes"" to mean having sex in Bagpipes.
""Kiss"" to mean ""fuck"" in The Wedding Bride."
33,94,"Future Ted continues to censor adult activities and swear words throughout the series, including:
""Eating a sandwich"" to mean smoking marijuana, first used in How I Met Everyone Else.
""Stuff"" to mean ""shit"" in Murtaugh.
A ""thumbs up"" to mean giving someone the finger in Robin 101.
""Playing the bagpipes"" to mean having sex in Bagpipes.
""Kiss"" to mean ""fuck"" in The Wedding Bride."
33,111,"Future Ted continues to censor adult activities and swear words throughout the series, including:
""Eating a sandwich"" to mean smoking marijuana, first used in How I Met Everyone Else.
""Stuff"" to mean ""shit"" in Murtaugh.
A ""thumbs up"" to mean giving someone the finger in Robin 101.
""Playing the bagpipes"" to mean having sex in Bagpipes.
""Kiss"" to mean ""fuck"" in The Wedding Bride."
33,49,"""Eating a sandwich"" to mean smoking marijuana, first used in How I Met Everyone Else."
33,83,"""Stuff"" to mean ""shit"" in Murtaugh."
33,91,"A ""thumbs up"" to mean giving someone the finger in Robin 101."
33,94,"""Playing the bagpipes"" to mean having sex in Bagpipes."
33,111,"""Kiss"" to mean ""fuck"" in The Wedding Bride."
33,108,Ted's mother and Clint get married in Home Wreckers.
33,148,Marshall's love for Christmas and Christmas decorations is shown again in Symphony of Illumination.
127,129,Details about the end of Zoey and the Captain's marriage are revealed in Garbage Island.
127,131,"Barney's father finally responds to his letter in Legendaddy, by showing up on his doorstep."
127,195,"In Bedtime Stories, Marshall reveals that Ted once went out with a girl that Barney had already hooked up with by pretending to be Yankees shortstop Derek Jeter."
6,14,"While Marshall goes with Lily to the bathroom to help her pee while in her ""elaborate costume"", and leaves the bathroom after her, they discuss having never peed in front of each other in Zip, Zip, Zip."
6,20,"Robin says she never played any team sports in high school, having only played tennis, but she mentions in Best Prom Ever that she missed her high school prom because it conflicted with her field hockey finals."
6,24,"Barney being an amateur magician with an affinity for fire-based tricks is referenced throughout the series, including in The Scorpion and the Toad, Ten Sessions, and Intervention."
6,57,"Barney being an amateur magician with an affinity for fire-based tricks is referenced throughout the series, including in The Scorpion and the Toad, Ten Sessions, and Intervention."
6,68,"Barney being an amateur magician with an affinity for fire-based tricks is referenced throughout the series, including in The Scorpion and the Toad, Ten Sessions, and Intervention."
6,93,Lily needing to go to the bathroom abnormally frequently comes up again in Duel Citizenship and Twin Beds.
6,109,Lily needing to go to the bathroom abnormally frequently comes up again in Duel Citizenship and Twin Beds.
6,106,"In the flashback to Ted's first meeting with the Slutty Pumpkin, Marshall approves of her after hearing of her interest in penguins. In Say Cheese, Ted reminds Lily of a fight she and Marshall had over Halloween when she, according to Marshall, called penguins lame."
6,119,"Marshall and Lily wear matching costumes again at the Goliath National Bank Halloween party in Canning Randy, with Lily as a matador and Marshall as a bull. Also, in a flashback in The Poker Game, Lily is dressed as Paulie Bleeker from Juno, and gets annoyed at Marshall for not dressing as Juno MacGuff."
6,189,"Marshall and Lily wear matching costumes again at the Goliath National Bank Halloween party in Canning Randy, with Lily as a matador and Marshall as a bull. Also, in a flashback in The Poker Game, Lily is dressed as Paulie Bleeker from Juno, and gets annoyed at Marshall for not dressing as Juno MacGuff."
6,144,"Ted finally meets Naomi, the Slutty Pumpkin, in The Slutty Pumpkin Returns, where them meeting in 2001 and her making Tootsie Rolls are referenced."
178,202,The gang will lie to Barney about pulling off Weekend at Barney's in Rally.
144,150,Marshall and Lily will move into Marshall and Lily's house in 46 Minutes.
161,173,"Ted mentions that the place where Barney will marry Robin was the same place that Victoria almost married Klaus, which will be fully established in Band or DJ?."
161,206,Barney will freak out over forgetting his cornflower blue tie in The End of the Aisle.
161,206,"Barney mentions wanting a bear at his wedding, which he will mention throughout Season 9 and it happened in The End of the Aisle."
191,192,The events of this episode will result in Marshall standing up to Daphne in The Lighthouse.
191,192,"The Toy Car is visible, which Cassie will fall on in The Lighthouse."
191,201,The room Marshall and Lily have is said to be haunted by ghosts. Marshall will talk to imaginary ghosts of Lily and his father after she leaves in the middle of their fight in Sunrise.
191,199,Lily is mad when she finds out about Marshall accepting the judgeship. They will fight about this in Unpause.
200,202,"The Mother mentions wanting to end poverty, we learn in Rally that she will eventually write a book which will relate to ending poverty."
200,205,The Mother and Louis break up the day before the wedding. This will play a role in Ted and The Mother's first date in Gary Blauman.
200,201,Where Barney went will be the focal point of Sunrise.
112,125,"While the gang don't find Barney's doppelganger here, they eventually do when they meet Dr. John Stangel, Lily and Marshall's fertility doctor, in Bad News."
112,136,"Lily ultimately finds out she's pregnant in Challenge Accepted, with her eventually giving birth in The Magician's Code - Part One. In Disaster Averted, it is revealed that Marshall and Lily's child was likely conceived in August 2011, while seeking shelter from Hurricane Irene in Barney's apartment."
112,145,"Lily ultimately finds out she's pregnant in Challenge Accepted, with her eventually giving birth in The Magician's Code - Part One. In Disaster Averted, it is revealed that Marshall and Lily's child was likely conceived in August 2011, while seeking shelter from Hurricane Irene in Barney's apartment."
112,153,"The gang again debate whether or not Ted can pull something off in No Pressure, when they discuss the possibility of Ted going bald."
18,19,"Robin continues to be angry at Ted in Mary the Paralegal, where Ted also starts getting mad at her. They then reconcile in Best Prom Ever."
18,20,"Robin continues to be angry at Ted in Mary the Paralegal, where Ted also starts getting mad at her. They then reconcile in Best Prom Ever."
18,22,"Robin breaks her policy against dating coworkers in Mary the Paralegal when she takes Sandy to the Local Area Media Awards (LAMAs) to make Ted jealous. She mentions this policy again in Come On.
She breaks it again in 2007 when she dates sports anchor Curt Irons, as discussed in The Platinum Rule, and when she dates her morning show co-host Don from Of Course to Doppelgangers. Also, in Canning Randy, Ted begs Robin not to tell him she's dating one of her co-anchors again."
18,55,"Robin breaks her policy against dating coworkers in Mary the Paralegal when she takes Sandy to the Local Area Media Awards (LAMAs) to make Ted jealous. She mentions this policy again in Come On.
She breaks it again in 2007 when she dates sports anchor Curt Irons, as discussed in The Platinum Rule, and when she dates her morning show co-host Don from Of Course to Doppelgangers. Also, in Canning Randy, Ted begs Robin not to tell him she's dating one of her co-anchors again."
18,105,"Robin breaks her policy against dating coworkers in Mary the Paralegal when she takes Sandy to the Local Area Media Awards (LAMAs) to make Ted jealous. She mentions this policy again in Come On.
She breaks it again in 2007 when she dates sports anchor Curt Irons, as discussed in The Platinum Rule, and when she dates her morning show co-host Don from Of Course to Doppelgangers. Also, in Canning Randy, Ted begs Robin not to tell him she's dating one of her co-anchors again."
18,112,"Robin breaks her policy against dating coworkers in Mary the Paralegal when she takes Sandy to the Local Area Media Awards (LAMAs) to make Ted jealous. She mentions this policy again in Come On.
She breaks it again in 2007 when she dates sports anchor Curt Irons, as discussed in The Platinum Rule, and when she dates her morning show co-host Don from Of Course to Doppelgangers. Also, in Canning Randy, Ted begs Robin not to tell him she's dating one of her co-anchors again."
18,119,"Robin breaks her policy against dating coworkers in Mary the Paralegal when she takes Sandy to the Local Area Media Awards (LAMAs) to make Ted jealous. She mentions this policy again in Come On.
She breaks it again in 2007 when she dates sports anchor Curt Irons, as discussed in The Platinum Rule, and when she dates her morning show co-host Don from Of Course to Doppelgangers. Also, in Canning Randy, Ted begs Robin not to tell him she's dating one of her co-anchors again."
18,55,"She breaks it again in 2007 when she dates sports anchor Curt Irons, as discussed in The Platinum Rule, and when she dates her morning show co-host Don from Of Course to Doppelgangers. Also, in Canning Randy, Ted begs Robin not to tell him she's dating one of her co-anchors again."
18,105,"She breaks it again in 2007 when she dates sports anchor Curt Irons, as discussed in The Platinum Rule, and when she dates her morning show co-host Don from Of Course to Doppelgangers. Also, in Canning Randy, Ted begs Robin not to tell him she's dating one of her co-anchors again."
18,112,"She breaks it again in 2007 when she dates sports anchor Curt Irons, as discussed in The Platinum Rule, and when she dates her morning show co-host Don from Of Course to Doppelgangers. Also, in Canning Randy, Ted begs Robin not to tell him she's dating one of her co-anchors again."
18,119,"She breaks it again in 2007 when she dates sports anchor Curt Irons, as discussed in The Platinum Rule, and when she dates her morning show co-host Don from Of Course to Doppelgangers. Also, in Canning Randy, Ted begs Robin not to tell him she's dating one of her co-anchors again."
18,139,"Robin mentions ""stealing"" Ted from Victoria in Ducky Tie."
18,139,"In Ducky Tie, Victoria admits that she started dating Klaus a few days after she and Ted broke up, meaning they got together a few days after the events of this episode."
18,165,"Ted and Victoria eventually get back together in The Magician's Code - Part Two, before breaking up again in The Autumn of Break-Ups, after Ted refuses her ultimatum to marry him only if he stops hanging out with Robin, which she delivers because of their history and what happened between them here."
18,199,"The ""nothing good happens after 2 A.M."" rule resurfaces in Unpause, where Marshall and Lily's argument over Marshall's New York judgeship, which had been brewing since No Questions Asked, takes a nasty turn, and Lily leaves the Farhampton Inn in the middle of the night. Also, Future Ted reveals that an exception to the rule was the day his son was born."
18,191,"The ""nothing good happens after 2 A.M."" rule resurfaces in Unpause, where Marshall and Lily's argument over Marshall's New York judgeship, which had been brewing since No Questions Asked, takes a nasty turn, and Lily leaves the Farhampton Inn in the middle of the night. Also, Future Ted reveals that an exception to the rule was the day his son was born."
7,21,"While Love Solutions is unable to find Ted a match here, they eventually find one in Milk."
7,48,"Ted mentions that his perfect woman can play the bass guitar as well as ""any cool Kim from any cool band"". In Little Boys, Ted likes the fact that Stacy, the girl he and Barney are competing over, plays bass in a reggae band, and in Girls Versus Suits, it is revealed that the Mother plays bass."
7,100,"Ted mentions that his perfect woman can play the bass guitar as well as ""any cool Kim from any cool band"". In Little Boys, Ted likes the fact that Stacy, the girl he and Barney are competing over, plays bass in a reggae band, and in Girls Versus Suits, it is revealed that the Mother plays bass."
7,64,"Marshall and Robin argue about the supernatural again in Miracles, and in No Tomorrow, Lily says she will only believe Marshall about their new apartment being haunted if Robin, as a skeptic, confirms it."
7,56,"Marshall and Robin argue about the supernatural again in Miracles, and in No Tomorrow, Lily says she will only believe Marshall about their new apartment being haunted if Robin, as a skeptic, confirms it."
7,120,"In Natural History, Zoey gets an anti-Goliath National Bank op-ed published in The New York Times, which also includes an article about the cockamouse. Ted and Zoey also find the cockamouse living in the Arcadian in The Perfect Cocktail."
7,134,"In Natural History, Zoey gets an anti-Goliath National Bank op-ed published in The New York Times, which also includes an article about the cockamouse. Ted and Zoey also find the cockamouse living in the Arcadian in The Perfect Cocktail."
7,149,"In Tailgate, Marshall mentions getting his beliefs about the paranormal from his father, while Lily, on the other hand, despite saying she's a ""believer"" like Marshall here, points out that, unlike Marshall's, her father was never around to teach her anything of the sort growing up."
44,45,Barney concludes his line at the beginning of Wait For It.
44,68,"Future Ted reveals that Robin would eventually live in Argentina, which she does between this episode and Wait For It, and Japan, which she does between Intervention and Shelter Island."
44,69,"Future Ted reveals that Robin would eventually live in Argentina, which she does between this episode and Wait For It, and Japan, which she does between Intervention and Shelter Island."
44,53,"Ted mentions wanting to ""get out there and have fun for a while"", which he does by being more promiscuous and amoral throughout the first half of Season 3. Both Robin and Marshall call him out on this, in Slapsgiving and No Tomorrow, respectively."
44,56,"Ted mentions wanting to ""get out there and have fun for a while"", which he does by being more promiscuous and amoral throughout the first half of Season 3. Both Robin and Marshall call him out on this, in Slapsgiving and No Tomorrow, respectively."
44,81,"In The Front Porch, it is revealed that Lily, in addition to breaking up six of Ted's past relationships, manipulated him and Robin into confronting each other over their divergent life plans at the restaurant."
44,109,"Ted steals the Blue French Horn for Robin again in Twin Beds, tells Marshall that it's what he would do if he were to get back together with Robin in the fall of 2012, as seen in Platonish, and steals it for her for a third time in Last Forever - Part Two."
44,193,"Ted steals the Blue French Horn for Robin again in Twin Beds, tells Marshall that it's what he would do if he were to get back together with Robin in the fall of 2012, as seen in Platonish, and steals it for her for a third time in Last Forever - Part Two."
44,133,"When Robin mentions Ted stealing her the Blue French Horn as they decide to break up, Ted responds, ""I would have stolen you a whole orchestra"". He repeats this ironically when they ""break up"" after pretending to be together at Barney's request in Hopeless."
118,119,"Lily's student Johnny, who ate the class goldfish Gill, is the class troublemaker she tells Ted about in Canning Randy."
118,177,"Becky goes out with Ted again, as revealed in The Ashtray, and she eventually gets engaged to the Captain, as seen in Daisy."
118,204,"Becky goes out with Ted again, as revealed in The Ashtray, and she eventually gets engaged to the Captain, as seen in Daisy."
125,126,The gang goes to Marshall's father's funeral in Last Words.
125,149,"Future Ted mentions that Robin would go on to do very well at World Wide News. She eventually hosts the network's New Year's show in Tailgate, and becomes famous after landing a helicopter on-air when the pilot has a stroke in Now We're Even."
125,157,"Future Ted mentions that Robin would go on to do very well at World Wide News. She eventually hosts the network's New Year's show in Tailgate, and becomes famous after landing a helicopter on-air when the pilot has a stroke in Now We're Even."
184,191,Marshall will tell Lily about taking the Judiciary position in No Questions Asked.
184,193,"We will find out in Platonish and Sunrise, that Ted plans on working for Hammond Druthers in Chicago."
184,201,"We will find out in Platonish and Sunrise, that Ted plans on working for Hammond Druthers in Chicago."
184,185,The pictures that Marshall's mom takes will be a focal point of The Locket.
184,204,"Judy says that she will follow Marshall, Lily and Marvin to Italy. She is indeed seen there in Daisy."
26,27,"Brad is revealed to be in an on-again-off-again relationship with Kara, another of Marshall's friends at the law school party, in World's Greatest Couple."
26,28,"In Aldrin Justice, Ted's boss's phallic building design for the Spokane National Bank building is scrapped and replaced with Ted's design, as Future Ted alludes to here."
26,50,"In I'm Not That Guy, Barney suggests ""Ted Mosby: Sex Architect"" as a title for a new porn film to Steve Beal, the porn actor using Ted's name."
26,52,Brad and Kara both call Marshall to talk about their bar exam results in Spoiler Alert.
26,58,"Anna later starts a website attacking ""Ted Mosby"", as revealed in The Bracket."
26,71,Robin alludes to keeping a gun in her purse again in Not a Father's Day.
26,82,Ted gets fired from his firm in Old King Clancy.
26,91,"In Robin 101, Ted discusses the ""Top Ten Robin Scherbatsky Facial Expressions and their Meanings"", the most important of which is Robin's ""flared nostrils and wide, unblinking eyes"" death glare, which is similar to the look she has when deciding to beat up Anna and ""Ted""."
26,94,"Robin's approach of walking out to end a fight here mirrors Barney's approach of walking out to prevent a fight, mentioned in Bagpipes. Both actions result from inexperience in relationships."
26,137,"The name of Ted's firm, Vandelay, Druthers and Brody, is mentioned in his New York magazine article in The Best Man."
11,12,"Future Ted always says, ""Pfft! Derek."" derisively whenever Derek appears or is mentioned, as he does in The Wedding."
11,20,The same ringtone Marshall has here is heard again in Best Prom Ever.
11,124,"The first song on Barney's Get Psyched mix is ""You Give Love a Bad Name"" by Bon Jovi. Barney liking Bon Jovi is referenced again in False Positive and The Over-Correction, where Patrice also tells him that ""You Give Love a Bad Name"" is the first track on her Get Psyched mix too."
11,170,"The first song on Barney's Get Psyched mix is ""You Give Love a Bad Name"" by Bon Jovi. Barney liking Bon Jovi is referenced again in False Positive and The Over-Correction, where Patrice also tells him that ""You Give Love a Bad Name"" is the first track on her Get Psyched mix too."
11,22,"Future Ted says that 2006 was a big year for him, as he begins dating Robin in Come On."
198,199,The slap will be visible on Barney's cheek in Unpause.
198,206,Marshall says 'One More' referencing the fact that there is one more slap left in the slap bet. He delivers this in The End of the Aisle.
160,206,The scene at the end of the episode occurs in The End of the Aisle.
